id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
184,golden,small,round,garden,tree,fruits,humanfriendly,,1902,2,11610,13.18,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
185,yellow,small,round,garden,tree,etc,humanfriendly,11,1568,1,52832,13.72,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
186,yellow,medium,round,meadow,tree,fruits,unidentified,16,1593,2,13347,15.16,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
187,yellow,medium,round,garden,tree,fruits,humanfriendly,30,1887,3,49016,15.29,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
188,yellow,small,round,garden,tree,flowers,unidentified,4,2086,1,31145,12.52,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
189,golden,medium,round,garden,ground,fruits,unidentified,18,1813,3,43043,15.83,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
190,golden,medium,round,garden,cavity,fruits,unidentified,9,1799,2,52581,14.44,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
191,golden,small,round,garden,ground,flowers,humanfriendly,4,2033,1,56270,13.05,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
192,golden,small,round,meadow,ground,fruits,humanfriendly,4,1812,2,59756,10.26,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
193,yellow,medium,round,garden,ground,flowers,humanfriendly,7,2007,1,59434,13.18,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
194,golden,small,round,garden,tree,fruits,unidentified,13,1797,2,64541,10.15,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
195,golden,small,round,garden,tree,etc,humanfriendly,3,1503,3,39071,11.36,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
196,yellow,small,round,garden,cavity,fruits,unidentified,7,1599,2,17427,12.35,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
197,golden,medium,round,forest,cavity,flowers,humanfriendly,9,1501,3,32153,11.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
198,yellow,large,round,garden,cavity,,unidentified,12,2045,3,60447,11.11,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
199,golden,small,round,meadow,tree,flowers,,17,1569,2,26481,11.12,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
200,golden,small,round,forest,ground,etc,humanfriendly,18,1766,3,20968,14.43,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
201,golden,medium,round,,ground,etc,humanfriendly,8,1506,2,24530,15.32,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
202,golden,medium,round,garden,tree,fruits,humanfriendly,20,1968,3,59608,15.58,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
203,yellow,small,round,garden,ground,etc,humanfriendly,27,1557,1,58933,9.17,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
204,yellow,small,round,garden,ground,fruits,unidentified,3,1613,3,29984,13.77,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
205,golden,large,round,garden,tree,flowers,unidentified,15,1904,1,58188,13.85,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
206,golden,medium,round,garden,tree,flowers,humanfriendly,13,1926,3,53768,15.66,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
207,golden,small,round,forest,ground,flowers,unidentified,6,2051,2,14005,15.38,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
208,golden,small,round,meadow,ground,fruits,humanfriendly,4,2013,2,27903,12.9,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
209,golden,small,round,garden,ground,etc,humanfriendly,29,1888,3,21685,10.64,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
210,golden,small,round,forest,ground,etc,unidentified,30,1986,2,42206,14.01,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
211,golden,large,round,garden,ground,etc,unidentified,26,1606,1,44468,15.05,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
212,yellow,medium,round,garden,cavity,fruits,humanfriendly,18,1576,3,26248,9.08,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
213,yellow,medium,round,garden,cavity,fruits,humanfriendly,25,1503,2,57807,9.55,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
214,yellow,large,round,garden,cavity,etc,humanfriendly,15,2016,1,51146,15.96,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
215,golden,small,round,meadow,ground,fruits,humanfriendly,7,1778,3,12576,12.38,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
216,golden,medium,round,forest,tree,etc,humanfriendly,22,1529,3,48692,11.21,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
217,golden,medium,round,meadow,tree,etc,humanfriendly,28,2009,1,33917,14.82,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
218,golden,large,round,forest,cavity,flowers,humanfriendly,14,1806,2,64519,11.87,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
219,yellow,medium,round,meadow,tree,fruits,humanfriendly,16,1571,1,34986,15.84,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
220,golden,large,round,garden,tree,fruits,humanfriendly,17,1801,1,10536,15.47,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
221,yellow,large,round,garden,tree,fruits,humanfriendly,9,2091,3,28405,9.92,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
222,golden,large,round,garden,cavity,flowers,unidentified,2,2060,2,51856,13.28,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
223,golden,small,round,meadow,ground,etc,humanfriendly,24,1652,1,21659,13.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
224,yellow,medium,round,garden,cavity,flowers,unidentified,2,2049,1,33907,10.26,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
225,golden,medium,round,garden,tree,etc,humanfriendly,1,1517,3,55357,10.21,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
226,golden,small,round,forest,tree,,unidentified,7,1747,3,58816,13.75,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
227,yellow,large,round,garden,cavity,etc,unidentified,29,1543,3,58573,12.69,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
228,golden,small,round,meadow,cavity,flowers,unidentified,14,2017,1,38455,14.52,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
229,golden,medium,round,meadow,cavity,etc,humanfriendly,1,1842,2,31416,11.91,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
230,yellow,large,round,garden,tree,flowers,unidentified,16,2024,1,20000,14.3,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
231,golden,small,round,meadow,ground,fruits,humanfriendly,2,1926,1,38262,12.86,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
232,golden,medium,round,garden,cavity,etc,,14,1991,3,14608,11.03,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
233,golden,medium,round,meadow,ground,etc,humanfriendly,21,1906,3,35235,13.39,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
234,golden,small,round,meadow,tree,flowers,unidentified,1,1683,2,12046,12.4,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
235,golden,medium,round,meadow,cavity,etc,humanfriendly,29,1654,3,22123,12.3,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
236,golden,large,round,meadow,tree,fruits,humanfriendly,28,1538,2,42594,10.89,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
237,golden,large,round,meadow,cavity,fruits,humanfriendly,8,1665,1,29364,9.05,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
238,yellow,medium,round,meadow,tree,flowers,unidentified,21,1573,2,18713,13.82,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
239,yellow,small,round,garden,ground,etc,unidentified,14,2082,1,28751,13.73,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
240,golden,small,round,meadow,ground,etc,humanfriendly,15,1549,3,33405,10.2,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
241,yellow,small,round,forest,cavity,fruits,unidentified,11,1893,3,32004,13.16,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
242,golden,small,round,garden,cavity,,humanfriendly,27,1776,2,21445,10.36,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
243,yellow,small,round,forest,ground,fruits,humanfriendly,23,1911,1,28456,11.44,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
244,golden,large,round,meadow,tree,etc,humanfriendly,23,1903,1,56447,11.83,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
245,golden,large,round,meadow,cavity,flowers,humanfriendly,7,2007,3,56059,9.75,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
246,yellow,large,round,forest,cavity,fruits,humanfriendly,24,2009,2,30411,11.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
247,yellow,medium,round,forest,tree,fruits,unidentified,30,2066,1,20284,14.81,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
248,golden,medium,round,meadow,cavity,etc,humanfriendly,,2095,2,30430,13.32,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
249,golden,large,round,forest,tree,fruits,humanfriendly,3,1884,1,45305,15.95,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
250,golden,large,round,garden,ground,etc,humanfriendly,3,1640,3,20687,14.23,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
251,golden,large,round,garden,cavity,etc,unidentified,23,1507,1,51923,9.7,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
252,golden,medium,round,garden,tree,fruits,humanfriendly,15,1973,2,36592,13.6,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
253,golden,large,round,garden,ground,flowers,humanfriendly,15,1960,1,9787,9.01,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
254,golden,large,round,forest,tree,flowers,humanfriendly,11,1906,1,64817,9.72,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
255,yellow,large,round,garden,ground,flowers,unidentified,10,1558,3,53081,12.57,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
256,golden,medium,round,garden,cavity,flowers,unidentified,22,1965,3,9625,14.42,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
257,yellow,medium,round,forest,tree,fruits,humanfriendly,13,1567,3,40956,15.47,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
258,golden,small,round,meadow,ground,fruits,humanfriendly,28,2050,3,47350,14.22,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
259,golden,large,round,forest,cavity,etc,humanfriendly,25,1892,1,30161,10.15,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
260,golden,medium,round,meadow,tree,etc,humanfriendly,8,1822,3,12321,10.96,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
261,golden,small,round,garden,cavity,etc,unidentified,18,2041,2,29709,12.75,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
262,golden,medium,round,forest,tree,etc,humanfriendly,8,1744,1,57482,10.87,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
263,golden,small,round,garden,cavity,fruits,humanfriendly,10,1623,3,64177,10.44,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
264,golden,small,round,garden,tree,flowers,humanfriendly,,2052,2,59388,15.51,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
265,golden,medium,round,forest,tree,flowers,unidentified,16,1936,3,61405,11.25,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
266,golden,small,round,meadow,tree,fruits,humanfriendly,3,1967,2,25053,12.24,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
267,golden,small,round,meadow,ground,etc,humanfriendly,25,1559,3,34133,10.83,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
268,golden,large,round,meadow,cavity,etc,humanfriendly,12,2006,3,27348,15.2,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
269,golden,small,round,garden,ground,etc,unidentified,12,1685,1,12097,9.54,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
270,golden,small,round,forest,cavity,,unidentified,9,1978,2,36969,13.18,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
271,golden,small,round,forest,tree,fruits,humanfriendly,23,1751,2,39737,11.64,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
272,golden,small,round,forest,ground,flowers,humanfriendly,16,2008,3,10693,11.06,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
273,golden,large,round,garden,tree,flowers,humanfriendly,29,1956,2,49761,10.81,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
274,golden,medium,round,garden,ground,flowers,unidentified,8,1931,1,58483,12.27,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
275,golden,medium,round,garden,cavity,fruits,unidentified,7,1745,2,52393,14.51,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
276,golden,large,round,garden,ground,flowers,humanfriendly,27,1782,3,28250,11.5,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
277,golden,large,round,garden,ground,flowers,humanfriendly,10,1915,1,15010,14.26,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
278,golden,small,round,garden,tree,fruits,unidentified,1,2026,1,10089,15.11,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
279,yellow,small,round,forest,tree,fruits,humanfriendly,3,1814,3,58602,9.93,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
280,golden,medium,round,meadow,tree,flowers,unidentified,21,1912,1,50265,15.25,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
281,golden,large,round,garden,tree,fruits,unidentified,6,2010,3,34920,11.89,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
282,golden,medium,round,garden,cavity,fruits,humanfriendly,10,2048,3,56748,9.74,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
283,golden,medium,round,meadow,tree,flowers,humanfriendly,26,1596,2,43661,9.51,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
284,golden,medium,round,meadow,cavity,flowers,humanfriendly,25,1758,3,27808,14.42,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
285,golden,medium,round,garden,ground,flowers,humanfriendly,6,1771,1,33189,9.77,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
286,yellow,large,round,forest,cavity,fruits,unidentified,8,1667,3,39768,14.07,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
287,golden,medium,round,garden,tree,etc,humanfriendly,30,1706,1,10989,14.16,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
288,golden,small,round,meadow,tree,fruits,unidentified,15,1541,1,55779,13.98,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
289,golden,small,round,garden,ground,flowers,humanfriendly,25,1825,2,58144,13.88,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
290,yellow,medium,round,meadow,cavity,fruits,humanfriendly,11,1879,2,26832,15.15,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
291,yellow,small,round,garden,ground,fruits,unidentified,5,2013,1,40448,10.56,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
292,golden,large,round,garden,ground,flowers,humanfriendly,14,1803,2,21404,15.86,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
293,golden,medium,round,meadow,cavity,flowers,humanfriendly,12,1871,1,55138,13.83,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
294,yellow,small,round,forest,cavity,fruits,humanfriendly,11,1616,2,14607,10.52,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
295,golden,medium,round,forest,ground,etc,humanfriendly,2,1727,2,39159,12.41,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
296,yellow,small,round,garden,cavity,fruits,humanfriendly,13,1560,2,32324,11.71,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
297,golden,small,round,garden,cavity,flowers,,7,1625,2,58330,13.31,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
298,golden,small,round,meadow,cavity,flowers,humanfriendly,10,1614,2,11239,12.9,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
299,golden,large,round,garden,tree,etc,humanfriendly,6,1878,2,62711,9.36,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
300,yellow,medium,round,garden,tree,flowers,humanfriendly,28,1632,3,20388,11.82,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
301,yellow,large,round,,ground,flowers,unidentified,28,1938,3,65838,14.45,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
302,yellow,medium,round,garden,ground,fruits,humanfriendly,4,1756,2,30636,12.38,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
303,golden,large,round,forest,cavity,fruits,humanfriendly,1,1516,1,46720,12.81,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
304,golden,large,round,garden,tree,fruits,humanfriendly,2,1600,3,57327,9.86,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
305,golden,small,round,forest,ground,etc,humanfriendly,27,1978,1,59201,9.49,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
306,golden,small,round,meadow,tree,flowers,humanfriendly,1,2020,2,41590,9.41,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
307,golden,small,round,garden,tree,flowers,unidentified,29,1858,1,49695,11.88,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
308,golden,medium,round,garden,tree,etc,unidentified,10,1695,1,18050,12.18,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
309,golden,small,round,meadow,tree,etc,humanfriendly,26,1841,3,59946,9.46,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
310,yellow,small,round,meadow,cavity,etc,unidentified,4,1977,2,28928,13.62,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
311,yellow,large,round,garden,ground,etc,unidentified,18,1611,1,18082,10.46,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
312,yellow,medium,round,garden,ground,etc,unidentified,10,1791,1,19840,12.7,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
313,golden,large,round,meadow,tree,flowers,humanfriendly,23,1717,2,56063,9.87,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
314,golden,medium,round,garden,tree,fruits,humanfriendly,18,2078,3,35280,11.47,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
315,golden,large,round,forest,ground,etc,unidentified,6,1566,2,45629,15.18,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
316,golden,medium,round,meadow,tree,flowers,unidentified,25,1624,1,44198,12.93,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
317,yellow,large,round,meadow,cavity,flowers,humanfriendly,9,1774,3,62674,10.34,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
318,golden,small,round,garden,ground,etc,humanfriendly,7,2037,2,55815,11.65,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
319,golden,medium,round,garden,tree,etc,humanfriendly,5,2027,1,39105,15.1,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
320,golden,medium,round,forest,tree,fruits,humanfriendly,11,1989,2,38896,13.5,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
321,golden,large,round,garden,cavity,etc,humanfriendly,14,1531,2,16706,11.47,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
322,golden,medium,round,garden,cavity,,humanfriendly,13,1892,1,48238,13.49,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
323,golden,medium,round,meadow,cavity,etc,humanfriendly,9,1842,1,65302,10.08,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
324,golden,large,round,meadow,cavity,flowers,humanfriendly,30,2041,1,38256,9.46,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
325,golden,medium,round,forest,tree,fruits,humanfriendly,17,1903,2,27776,12.85,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
326,golden,large,round,forest,cavity,flowers,humanfriendly,22,1930,3,58439,11.02,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
327,golden,small,round,garden,tree,fruits,humanfriendly,24,1531,2,57755,9.12,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
328,yellow,medium,round,meadow,ground,fruits,humanfriendly,12,1758,2,54364,13.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
329,golden,large,round,garden,ground,etc,humanfriendly,11,1558,1,59922,15.31,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
330,yellow,medium,round,garden,ground,flowers,unidentified,10,1881,1,64993,11.97,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
331,yellow,medium,round,forest,ground,flowers,unidentified,25,1526,1,14268,14.09,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
332,golden,small,round,meadow,cavity,etc,humanfriendly,19,1740,2,56508,15.97,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
333,golden,small,round,meadow,cavity,flowers,unidentified,5,1995,3,42767,12.85,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
334,golden,medium,round,meadow,cavity,flowers,unidentified,11,1900,1,34575,11.12,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
335,golden,medium,round,garden,cavity,fruits,humanfriendly,1,1809,2,55740,10.82,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
336,golden,medium,round,garden,tree,fruits,humanfriendly,17,1858,2,13181,10.46,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
337,golden,medium,round,meadow,ground,fruits,humanfriendly,25,1502,3,34386,12.03,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
338,golden,medium,round,meadow,cavity,fruits,humanfriendly,4,1622,1,65514,13.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
339,golden,medium,round,meadow,cavity,etc,humanfriendly,7,1810,1,47289,12.84,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
340,golden,medium,round,garden,tree,fruits,unidentified,27,2036,2,57551,14.73,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
341,golden,large,round,garden,tree,etc,unidentified,26,1710,1,14479,10.48,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
342,golden,small,round,garden,cavity,fruits,humanfriendly,12,1535,3,61757,13.98,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
343,yellow,small,round,meadow,tree,flowers,humanfriendly,22,1659,3,13898,14.91,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
344,golden,large,round,garden,ground,fruits,humanfriendly,17,1680,1,11971,9.35,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
345,golden,medium,round,garden,cavity,flowers,unidentified,24,2083,1,27921,11.78,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
346,golden,small,round,forest,cavity,fruits,unidentified,12,1510,1,23524,15.23,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
347,golden,small,round,garden,cavity,flowers,humanfriendly,11,1848,1,12359,10.9,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
348,golden,small,round,garden,tree,flowers,unidentified,10,1509,1,18131,9.99,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
349,golden,medium,round,meadow,cavity,etc,humanfriendly,30,1923,3,61226,11.04,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
350,golden,large,round,garden,ground,flowers,unidentified,13,1927,3,40513,12.52,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
351,golden,large,round,garden,ground,flowers,unidentified,1,1711,2,22044,10.92,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
352,golden,medium,round,garden,cavity,fruits,humanfriendly,3,1687,2,51655,11.4,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
353,golden,small,round,garden,cavity,etc,humanfriendly,26,1927,2,20428,13.76,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
354,yellow,small,round,meadow,cavity,flowers,humanfriendly,18,1955,2,26083,11.65,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
355,yellow,medium,round,garden,tree,etc,humanfriendly,27,2020,3,18450,12.71,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
356,yellow,small,round,meadow,tree,etc,humanfriendly,28,1830,3,35617,12.4,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
357,golden,large,round,garden,ground,fruits,humanfriendly,23,1807,3,39342,11.17,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
358,golden,large,round,meadow,ground,fruits,unidentified,10,1664,1,63769,9.25,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
359,yellow,large,round,meadow,cavity,etc,humanfriendly,3,1975,3,29591,11.27,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
